"","zipcode","Date","PROPERTY.TYPE","ADDRESS","CITY","ZIP","ZIP.OR.POSTAL.CODE","PRICE","BEDS","BATHS","SQUARE.FEET","LOT.SIZE","YEAR.BUILT","DAYS.ON.MARKET","LATITUDE","LONGITUDE","Age","Num_Landfill","hospital_bed","School_Rank"
"1",90001,"4/6/2018","Single Family Residential","1567 E Gage Ave","Los Angeles","CA",90001,450800,3,2.5,1412,1844,2007,769,33.982289,-118.2458621,13,1,0,9
"2",90001,"6/20/2017","Single Family Residential","8210 Lou Dillon Ave","Los Angeles","CA",90001,363500,2,1,844,4625,1910,1059,33.9640088,-118.2345481,110,1,0,9
"3",90001,"9/26/2018","Single Family Residential","1667 E 84th St","Los Angeles","CA",90001,311300,2,1,962,5009,1921,596,33.9624507,-118.2438682,99,1,0,9
"4",90001,"3/12/2018","Multi-Family (2-4 Unit)","6618 Holmes Ave","Los Angeles","CA",90001,442600,3,2,1665,3401,1956,794,33.979059,-118.2409295,64,1,0,9
"5",90001,"3/7/2019","Single Family Residential","7672 Parmelee Ave","Los Angeles","CA",90001,324500,2,1,944,4053,1924,434,33.9700089,-118.2497157,96,1,0,9
"6",90001,"11/8/2018","Single Family Residential","1155 E 75th St","Los Angeles","CA",90001,362000,2,1,762,4671,1925,553,33.9724771,-118.2546038,95,1,0,9
"7",90001,"1/16/2019","Multi-Family (2-4 Unit)","1141 E 78th St","Los Angeles","CA",90001,445400,2,4,1500,4747,1942,484,33.9682081,-118.2549869,78,1,0,9
"8",90001,"9/27/2018","Single Family Residential","7510 Parmelee Ave","Los Angeles","CA",90001,400500,2,1,804,2522,1935,595,33.9722196,-118.249735,85,1,0,9
"9",90001,"8/16/2018","Single Family Residential","803 E 78th St","Los Angeles","CA",90001,435100,3,1,942,3330,1928,637,33.9686388,-118.2605999,92,1,0,9
"10",90001,"7/28/2017","Multi-Family (2-4 Unit)","827 E 73rd St","Los Angeles","CA",90001,365400,3,2,1092,4799,1948,1021,33.974129,-118.259823,72,1,0,9
"11",90001,"8/9/2018","Single Family Residential","625 E 82nd St","Los Angeles","CA",90001,380200,3,1,1352,5744,1925,644,33.9649028,-118.2641054,95,1,0,9
"12",90001,"9/12/2018","Single Family Residential","640 E 76th Pl","Los Angeles","CA",90001,378700,2,1,1048,5101,1927,610,33.9700567,-118.2635708,93,1,0,9
"13",90001,"4/11/2018","Multi-Family (2-4 Unit)","8118 Crockett","Los Angeles","CA",90001,534600,3,2,1178,6001,1910,764,33.9646517,-118.2365982,110,1,0,9
"14",90001,"7/14/2017","Single Family Residential","1670 E 83rd St","Los Angeles","CA",90001,402600,3,2,1200,3172,1979,1035,33.9627766,-118.2436854,41,1,0,9
"15",90001,"12/31/2018","Multi-Family (2-4 Unit)","1009 E 82nd St","Los Angeles","CA",90001,866800,10,6,3900,5737,2018,500,33.9648757,-118.257299,2,1,0,9
"16",90001,"5/15/2017","Single Family Residential","1230 E 66th St","Los Angeles","CA",90001,390200,3,1,997,4465,1941,1095,33.9798528,-118.2530194,79,1,0,9
"17",90001,"8/1/2017","Single Family Residential","1403 E 76th St","Los Angeles","CA",90001,358800,2,1,728,3885,1921,1017,33.9719419,-118.2497957,99,1,0,9
"18",90001,"6/12/2018","Multi-Family (2-4 Unit)","1131 E 76th St","Los Angeles","CA",90001,422000,2,2,1940,4721,1936,702,33.9717428,-118.255376,84,1,0,9
"19",90001,"7/6/2018","Single Family Residential","811 E 82nd St","Los Angeles","CA",90001,401100,3,1,1304,5100,1928,678,33.9648859,-118.260314,92,1,0,9
"20",90001,"1/25/2018","Multi-Family (2-4 Unit)","907 E 81st St","Los Angeles","CA",90001,520100,4,2,1800,5102,1926,840,33.9657985,-118.2582583,94,1,0,9
"21",90001,"12/12/2017","Single Family Residential","1537 E 78th St","Los Angeles","CA",90001,372400,2,1,1086,5654,1923,884,33.9685474,-118.2464091,97,1,0,9
"22",90001,"11/27/2017","Single Family Residential","759 E 75th St","Los Angeles","CA",90001,372400,2,1,936,3006,1925,899,33.9723005,-118.2609808,95,1,0,9
"23",90001,"12/21/2017","Townhouse","1018 E 81st St","Los Angeles","CA",90001,514100,4,2,1699,5739,1931,875,33.9653846,-118.2570249,89,1,0,9
"24",90001,"5/31/2017","Single Family Residential","1149 E 85th St","Los Angeles","CA",90001,377800,2,1,766,5200,1926,1079,33.9612603,-118.2546038,94,1,0,9
"25",90001,"12/29/2017","Multi-Family (2-4 Unit)","858 E 75th St","Los Angeles","CA",90001,471200,2,2,1760,5106,1925,867,33.971836,-118.25876,95,1,0,9
"26",90001,"9/20/2017","Multi-Family (2-4 Unit)","1401 -1407 E 75th St","Los Angeles","CA",90001,443400,3,2,972,3842,1923,967,33.9727042,-118.2496701,97,1,0,9
"27",90001,"10/6/2017","Single Family Residential","923 E 84th St","Los Angeles","CA",90001,432400,3,1.5,1368,5099,1932,951,33.9630794,-118.2577558,88,1,0,9
"28",90001,"6/15/2018","Multi-Family (2-4 Unit)","1616 Firestone Blvd","Los Angeles","CA",90001,614700,3,4,2486,4866,1910,699,33.959952,-118.2453758,110,1,0,9
"29",90001,"10/15/2018","Single Family Residential","850 E 80th St","Los Angeles","CA",90001,387800,3,1,1266,5100,1928,577,33.9663313,-118.2590476,92,1,0,9
"30",90001,"10/27/2017","Single Family Residential","648 E 80th St","Los Angeles","CA",90001,395400,3,1,1234,5104,1929,930,33.9663208,-118.2632375,91,1,0,9
"31",90001,"6/9/2017","Single Family Residential","1141 E 80th St","Los Angeles","CA",90001,392900,3,1,937,5801,1927,1070,33.9667476,-118.2550839,93,1,0,9
"32",90001,"4/23/2018","Single Family Residential","1668 E 82nd Pl","Los Angeles","CA",90001,364600,3,1.5,836,4266,1922,752,33.9636239,-118.2438225,98,1,0,9
"33",90001,"3/9/2018","Single Family Residential","8502 Hooper Ave","Los Angeles","CA",90001,353100,2,1,752,4592,1941,797,33.9609156,-118.2537358,79,1,0,9
"34",90001,"7/28/2017","Single Family Residential","1419 E 76th St","Los Angeles","CA",90001,354400,3,1,1000,4691,1971,1021,33.9719827,-118.2493503,49,1,0,9
"35",90001,"2/8/2018","Multi-Family (2-4 Unit)","7821 Whitsett Ave","Los Angeles","CA",90001,835000,10,8,4337,6777,2017,826,33.9679815,-118.2408319,3,1,0,9
"36",90001,"9/10/2018","Multi-Family (2-4 Unit)","1771 E 83rd St","Los Angeles","CA",90001,415000,3,2,1448,5850,1925,612,33.9627669,-118.2413098,95,1,0,9
"37",90001,"1/4/2019","Single Family Residential","8219 Crockett Blvd","Los Angeles","CA",90001,459800,3,2,1187,3000,2018,496,33.963847,-118.237259,2,1,0,9
"38",90001,"4/5/2019","Single Family Residential","1137 E 78th St","Los Angeles","CA",90001,424200,2,1,900,4869,1928,405,33.9682131,-118.2551177,92,1,0,9
"39",90001,"3/6/2020","Single Family Residential","1009 E 73rd St","Los Angeles","CA",90001,385000,2,1,884,5400,1951,69,33.9740795,-118.2573543,69,1,0,9
"40",90001,"2/7/2019","Single Family Residential","1009 E 80th St","Los Angeles","CA",90001,388800,2,1,864,5995,1926,462,33.966707,-118.2573447,94,1,0,9
"41",90001,"12/13/2018","Multi-Family (2-4 Unit)","1231 E 65th St","County - Los Angeles","CA",90001,439100,3,2,1294,4723,1924,518,33.9809264,-118.2531469,96,1,0,9
"42",90001,"7/7/2017","Single Family Residential","1439 E 77th Pl","Los Angeles","CA",90001,389200,2,1,982,6561,1923,1042,33.9690915,-118.2485736,97,1,0,9
"43",90001,"5/1/2018","Single Family Residential","1561 E 76th St","Los Angeles","CA",90001,410600,3,1,1036,4995,1928,744,33.9718624,-118.2456499,92,1,0,9
"44",90001,"1/10/2018","Single Family Residential","1250 E 74th St","Los Angeles","CA",90001,385500,2,2,856,4946,1926,855,33.9729376,-118.2525938,94,1,0,9
"45",90001,"4/16/2018","Single Family Residential","8500 S Fir Ave","Los Angeles","CA",90001,287300,3,1,886,5044,1920,759,33.9609569,-118.2371523,100,1,0,9
"46",90001,"10/10/2017","Single Family Residential","7763 Miramonte Blvd","Los Angeles","CA",90001,377700,3,1,1114,6116,1930,947,33.9687264,-118.2456955,90,1,0,9
"47",90001,"6/20/2018","Single Family Residential","7000 Compton Ave","Los Angeles","CA",90001,416700,2,2,1556,7792,1913,694,33.9762259,-118.2474316,107,1,0,9
"48",90001,"11/28/2018","Single Family Residential","1710 E 63rd St","Los Angeles","CA",90001,336600,3,2,1060,5400,1906,533,33.9827248,-118.2429245,114,1,0,9
"49",90001,"11/9/2018","Single Family Residential","1942 E 73rd St","Los Angeles","CA",90001,310700,2,1,1413,4413,1929,552,33.9738241,-118.2375047,91,1,0,9
"50",90001,"10/3/2017","Single Family Residential","8143 Antwerp St","Los Angeles","CA",90001,410500,3,1,1157,5332,1947,954,33.9645369,-118.2491675,73,1,0,9
"51",90001,"3/14/2018","Single Family Residential","8115 Mckinley Ave","Los Angeles","CA",90001,340700,3,1,833,2065,1927,792,33.9650599,-118.2609421,93,1,0,9
"52",90001,"3/23/2018","Single Family Residential","718 E 79th St","Los Angeles","CA",90001,351200,2,1,936,5201,1928,783,33.9672476,-118.2622951,92,1,0,9
"53",90001,"6/27/2018","Single Family Residential","649 E 76th St","Los Angeles","CA",90001,343800,2,1,732,3680,1925,687,33.971374,-118.263275,95,1,0,9
"54",90001,"8/23/2018","Single Family Residential","1247 E 68th St","Los Angeles","CA",90001,454300,3,1,1103,4631,1952,630,33.9785856,-118.2525938,68,1,0,9
"55",90001,"3/15/2019","Single Family Residential","1255 E 84th St","Los Angeles","CA",90001,398400,2,1,1165,7225,1947,426,33.9626693,-118.2522054,73,1,0,9
"56",90001,"3/9/2018","Single Family Residential","1226 E 77th Pl","Los Angeles","CA",90001,383100,3,1,872,4900,1923,797,33.968727,-118.2534161,97,1,0,9
"57",90001,"11/30/2017","Single Family Residential","620 E 76th St","Los Angeles","CA",90001,361600,3,2,1172,5738,1925,896,33.9709765,-118.2642559,95,1,0,9
"58",90001,"3/29/2018","Single Family Residential","1012 E 85th St","Los Angeles","CA",90001,477000,3,2,1414,5830,1951,777,33.9608637,-118.257162,69,1,0,9
"59",90001,"11/9/2018","Single Family Residential","1230 E 75th St","Los Angeles","CA",90001,450600,2,1,1212,4885,1925,552,33.9721374,-118.2532333,95,1,0,9
"60",90001,"5/23/2017","Single Family Residential","1150 E 70th St","Los Angeles","CA",90001,449000,3,2,1450,5787,1924,1087,33.9764905,-118.2547464,96,1,0,9
"61",90001,"7/13/2018","Single Family Residential","1241 E 60th St","Los Angeles","CA",90001,420800,2,2,1206,5410,1914,671,33.9854348,-118.2525938,106,1,0,9
"62",90001,"11/30/2017","Single Family Residential","7606 Whitsett Ave","Los Angeles","CA",90001,491100,3,1.5,1420,6651,1910,896,33.9715391,-118.2403504,110,1,0,9
"63",90001,"2/13/2020","Single Family Residential","8421 Grape St","Los Angeles","CA",90001,350000,2,1,946,5027,1921,91,33.9614294,-118.2365013,99,1,0,9
"64",90001,"7/19/2019","Single Family Residential","1314 E 70th St","Los Angeles","CA",90001,427700,3,1,964,6280,1923,300,33.9765052,-118.2514174,97,1,0,9
"65",90001,"7/15/2019","Single Family Residential","723 E 80th St","Los Angeles","CA",90001,381300,3,2,1273,5352,1928,304,33.9666825,-118.2621695,92,1,0,9
"66",90001,"3/1/2019","Single Family Residential","7926 Alix Ave","Los Angeles","CA",90001,414700,3,2,1041,4302,1930,440,33.9666305,-118.2355647,90,1,0,9
"67",90001,"4/17/2020","Multi-Family (2-4 Unit)","7656 Mckinley Ave","Los Angeles","CA",90001,380000,2,2,960,2589,1924,27,33.96992,-118.260605,96,1,0,9
"68",90001,"9/12/2017","Single Family Residential","1520 E 83rd St","Los Angeles","CA",90001,404400,3,2,870,3829,1924,975,33.9631383,-118.2469404,96,1,0,9
"69",90001,"11/9/2017","Single Family Residential","818 E 82nd St","Los Angeles","CA",90001,452100,3,2,1365,5100,1930,917,33.9644621,-118.2600856,90,1,0,9
"70",90001,"11/30/2017","Single Family Residential","1400 E 77th St","Los Angeles","CA",90001,426400,3,1,1116,6787,1934,896,33.9695682,-118.2497157,86,1,0,9
"71",90001,"10/17/2017","Single Family Residential","8231 Croesus Ave","Los Angeles","CA",90001,381300,3,2,1157,2921,1984,940,33.9634527,-118.2340456,36,1,0,9
"72",90001,"7/26/2017","Single Family Residential","8119 Crockett Blvd","Los Angeles","CA",90001,404200,3,2,1235,3000,2000,1023,33.9646776,-118.2373351,20,1,0,9
"73",90001,"7/11/2018","Single Family Residential","1951 E 74th St","Los Angeles","CA",90001,375100,3,2,1056,4638,1923,673,33.9734516,-118.2372306,97,1,0,9
"74",90001,"5/4/2018","Single Family Residential","1912 E 70th St","Los Angeles","CA",90001,428400,2,1,816,6175,1920,741,33.9761202,-118.2385229,100,1,0,9
"75",90001,"5/22/2017","Single Family Residential","1211 E 60th St","Los Angeles","CA",90001,381700,3,2,1122,5420,1914,1088,33.9854534,-118.2536445,106,1,0,9
"76",90001,"2/9/2018","Multi-Family (2-4 Unit)","8318 S Fir Ave","Los Angeles","CA",90001,505200,5,3,1326,6725,1924,825,33.9625089,-118.2369754,96,1,0,9
"77",90001,"9/27/2017","Single Family Residential","6813 Converse Ave","Los Angeles","CA",90001,366800,2,1,872,7109,1926,960,33.9775715,-118.2442793,94,1,0,9
"78",90001,"10/26/2018","Single Family Residential","700 E 77th St","Los Angeles","CA",90001,362000,2,1,792,2001,1930,566,33.9692054,-118.2627957,90,1,0,9
"79",90001,"7/20/2018","Multi-Family (2-4 Unit)","1204 E 70th St","Los Angeles","CA",90001,468800,3,3,1248,6012,1923,664,33.9764798,-118.2539783,97,1,0,9
"80",90001,"2/8/2018","Single Family Residential","1150 E 68th St","County - Los Angeles","CA",90001,244600,2,1,1019,5323,1907,826,33.9782371,-118.254666,113,1,0,9
"81",90001,"12/8/2017","Single Family Residential","8108 Alix Ave","Los Angeles","CA",90001,388600,2,1,873,2872,1996,888,33.9649535,-118.2355418,24,1,0,9
"82",90001,"10/23/2017","Single Family Residential","1229 E 84th St","Los Angeles","CA",90001,392200,3,2,1226,7000,1947,934,33.9630132,-118.2528336,73,1,0,9
"83",90001,"11/9/2018","Single Family Residential","1946 E 76th St","Los Angeles","CA",90001,414800,3,1,1140,4576,1925,552,33.9715979,-118.2374095,95,1,0,9
"84",90001,"12/7/2017","Single Family Residential","722 E 80th St","Los Angeles","CA",90001,399400,3,2,1435,5100,1928,889,33.9663686,-118.262176,92,1,0,9
"85",90001,"10/12/2017","Single Family Residential","1434 E 60th St","Los Angeles","CA",90001,383200,2,1,784,5727,1922,945,33.9850228,-118.2486193,98,1,0,9
"86",90001,"8/21/2019","Single Family Residential","5927 Junction St","Los Angeles","CA",90001,325900,3,1,1222,5343,1908,267,33.9861297,-118.242726,112,1,0,9
"87",90001,"5/1/2019","Single Family Residential","1741 E 63rd St","Los Angeles","CA",90001,386600,2,1,871,5525,1906,379,33.9831367,-118.2418977,114,1,0,9
"88",90001,"8/28/2019","Single Family Residential","1722 E 63rd St","Los Angeles","CA",90001,370100,2,1,857,5399,1907,260,33.9827485,-118.2425476,113,1,0,9
"89",90001,"3/16/2018","Single Family Residential","8459 Hooper Ave","Los Angeles","CA",90001,424600,3,2,1720,3869,1925,790,33.9617406,-118.254284,95,1,0,9
"90",90001,"9/18/2018","Multi-Family (2-4 Unit)","8236 Walnut Dr","Los Angeles","CA",90001,524000,2,2,1346,5351,1948,604,33.9633538,-118.2397564,72,1,0,9
"91",90001,"6/28/2018","Single Family Residential","1008 E 79th St","Los Angeles","CA",90001,442800,3,1.5,1519,5201,1937,686,33.9672392,-118.257299,83,1,0,9
"92",90001,"2/22/2018","Single Family Residential","6712 Parmelee Ave","Los Angeles","CA",90001,363600,3,1,1008,3914,1922,812,33.9788536,-118.2496144,98,1,0,9
"93",90001,"11/30/2018","Single Family Residential","1422 E 64th St","Los Angeles","CA",90001,284800,1,1,624,4512,1924,531,33.9814658,-118.2491104,96,1,0,9
"94",90001,"7/6/2018","Single Family Residential","815 E 75th St","Los Angeles","CA",90001,364700,2,1,893,5100,1925,678,33.9722751,-118.2602385,95,1,0,9
"95",90001,"10/16/2018","Single Family Residential","7621 Parmelee Ave","Los Angeles","CA",90001,455000,3,2,1344,2105,1997,576,33.9712399,-118.2500812,23,1,0,9
"96",90001,"4/2/2018","Single Family Residential","8243 Alix Ave","Los Angeles","CA",90001,311400,2,1,734,2401,1949,773,33.9631014,-118.2361015,71,1,0,9
"97",90001,"9/12/2019","Multi-Family (2-4 Unit)","7311 Elsie St","Florence","CA",90001,408300,3,2,1048,5233,1924,245,33.9736043,-118.2507208,96,1,0,9
"98",90001,"9/23/2019","Single Family Residential","1516 E 75th St","Los Angeles","CA",90001,425700,3,1,968,5243,1923,234,33.9722997,-118.2471118,97,1,0,9
"99",90001,"11/20/2019","Single Family Residential","8450 Hooper Ave","Los Angeles","CA",90001,353100,2,1,868,3441,1940,176,33.961837,-118.2537358,80,1,0,9
"100",90001,"1/2/2020","Single Family Residential","1146 E 85th St","Los Angeles","CA",90001,433300,2,1,840,5174,1929,133,33.9608785,-118.2547294,91,1,0,9
"101",90001,"3/2/2020","Single Family Residential","1142 E 66th St","Los Angeles","CA",90001,390000,2,1,882,4575,1923,73,33.9799715,-118.2550402,97,1,0,9
"102",90001,"3/20/2020","Single Family Residential","7725 Maie Ave","Los Angeles","CA",90001,425000,2,1,928,5634,1922,55,33.969297,-118.2446905,98,1,0,9
"103",90001,"9/19/2019","Single Family Residential","8021 Crockett Blvd","Los Angeles","CA",90001,377700,2,1,792,3337,1926,238,33.9658048,-118.2371523,94,1,0,9
"104",90001,"1/15/2020","Multi-Family (2-4 Unit)","1425 E 59th Pl","Los Angeles","CA",90001,556400,3,3,1674,5470,1925,120,33.9863336,-118.2489848,95,1,0,9
"105",90001,"7/24/2017","Single Family Residential","915 E 78th St","Los Angeles","CA",90001,382100,2,1,936,5101,1925,1025,33.9686595,-118.2580299,95,1,0,9
"106",90001,"7/10/2018","Single Family Residential","915 E 84th Pl","Los Angeles","CA",90001,432400,3,2.75,1462,5102,1927,674,33.9621868,-118.2580091,93,1,0,9
"107",90001,"5/26/2017","Single Family Residential","1744 E 67th St","Los Angeles","CA",90001,387300,3,2,796,3845,1923,1084,33.9786365,-118.2418532,97,1,0,9
"108",90001,"3/10/2019","Single Family Residential","1521 E 66th St","Los Angeles","CA",90001,367300,2,1,912,6529,1926,431,33.9802652,-118.2469747,94,1,0,9
"109",90001,"8/6/2018","Single Family Residential","6712 Makee Ave","Los Angeles","CA",90001,456300,3,2,1485,7260,1911,647,33.978885,-118.2462438,109,1,0,9
"110",90001,"8/31/2018","Single Family Residential","7416 Walnut Dr","Los Angeles","CA",90001,337500,3,1,1060,6666,1938,622,33.9727735,-118.2392539,82,1,0,9
"111",90001,"6/21/2019","Single Family Residential","616 E 80th St","Los Angeles","CA",90001,400600,2,1,919,5741,1926,328,33.9662767,-118.2643795,94,1,0,9
"112",90001,"5/15/2018","Single Family Residential","8119 Hooper Ave","Los Angeles","CA",90001,254000,2,1,1126,7020,1941,730,33.9651028,-118.2523654,79,1,0,9
"113",90001,"6/11/2019","Single Family Residential","8017 Hooper Ave","Los Angeles","CA",90001,409900,2,1,1061,4585,1939,338,33.966087,-118.252274,81,1,0,9
"114",90001,"2/28/2020","Single Family Residential","8235 Croesus Ave","Los Angeles","CA",90001,445000,3,2,1159,2903,1983,76,33.9633726,-118.2340456,37,1,0,9
"115",90001,"9/7/2019","Single Family Residential","1243 E 73rd St","Los Angeles","CA",90001,403200,3,1,912,4756,1923,250,33.9740723,-118.2528752,97,1,0,9
"116",90001,"12/12/2019","Single Family Residential","7909 Alix Ave","Los Angeles","CA",90001,387900,3,1,792,2481,1898,154,33.9671609,-118.2360901,122,1,0,9
"117",90001,"4/2/2020","Single Family Residential","1424 E 65th St","Los Angeles","CA",90001,295000,2,1,660,4203,1921,42,33.9806573,-118.2489391,99,1,0,9
"118",90001,"5/13/2020","Single Family Residential","1217 E 76th Pl","Los Angeles","CA",90001,355000,2,1,674,4754,1926,1,33.9708733,-118.2536445,94,1,0,9
"119",90001,"9/5/2019","Multi-Family (2-4 Unit)","1155 E 66th St","Los Angeles","CA",90001,484900,3,3,1323,4807,1928,252,33.9801519,-118.2545788,92,1,0,9
"120",90001,"3/5/2020","Single Family Residential","918 E 84th Pl","Los Angeles","CA",90001,520000,3,1.75,1241,5100,1927,70,33.9617788,-118.2578696,93,1,0,9
"121",90001,"12/8/2017","Single Family Residential","8211 Alix Ave","Los Angeles","CA",90001,388600,2,1,720,5987,1924,888,33.9639943,-118.2360558,96,1,0,9
"122",90001,"10/24/2018","Single Family Residential","1439 E 74th St","Los Angeles","CA",90001,209900,2,1,784,3708,1924,568,33.9734708,-118.2485622,96,1,0,9
"123",90001,"10/30/2019","Single Family Residential","8023 Crockett Blvd","Los Angeles","CA",90001,334700,2,1,792,2608,1926,197,33.9657247,-118.2371523,94,1,0,9
"124",90001,"2/26/2020","Single Family Residential","1703 E 67th St","Los Angeles","CA",90001,365000,2,1,576,5947,1913,78,33.9790175,-118.2431372,107,1,0,9
"125",90001,"5/15/2019","Single Family Residential","803 E Manchester Ave","Los Angeles","CA",90001,461800,1,1,451,5987,1963,365,33.9603581,-118.2605995,57,1,0,9
"126",90001,"1/19/2018","Single Family Residential","1168 E 60th St","Los Angeles","CA",90001,448900,3,2,1246,5368,1922,846,33.9850365,-118.2541927,98,1,0,9
"127",90001,"8/2/2017","Single Family Residential","1252 E 74th St","Los Angeles","CA",90001,405300,3,2,980,4755,1923,1016,33.9728916,-118.2524567,97,1,0,9
"128",90001,"7/28/2017","Single Family Residential","7319 Walnut Dr","Los Angeles","CA",90001,476200,3,2,1312,6876,1911,1021,33.9734897,-118.2397564,109,1,0,9
"129",90001,"5/22/2018","Single Family Residential","8018 Lou Dillon Ave","Los Angeles","CA",90001,403400,3,1.5,1128,4938,1957,723,33.9659206,-118.2345938,63,1,0,9
"130",90001,"2/28/2018","Single Family Residential","1204 E 64th St","Los Angeles","CA",90001,389800,3,2,966,4831,1935,806,33.9815777,-118.2538226,85,1,0,9
"131",90001,"12/15/2017","Single Family Residential","1915 E 76th Pl","Los Angeles","CA",90001,326600,2,1,624,3276,1924,881,33.9711702,-118.2383232,96,1,0,9
"132",90001,"9/27/2019","Single Family Residential","1147 Nadeau St","Los Angeles","CA",90001,336900,2,1,936,2545,1925,230,33.9676336,-118.2548787,95,1,0,9
"133",90001,"12/8/2017","Single Family Residential","632 E 74th St","Los Angeles","CA",90001,410200,3,2,1179,5100,1947,888,33.9728013,-118.2638447,73,1,0,9
"134",90001,"8/22/2019","Single Family Residential","1922 E 75th St","Los Angeles","CA",90001,421600,3,1,792,4767,1922,266,33.9723537,-118.2381902,98,1,0,9
"135",90001,"6/30/2019","Single Family Residential","1640 E 84th St","Los Angeles","CA",90001,431500,3,1.25,1018,3360,1959,319,33.9620457,-118.2446905,61,1,0,9
"136",90001,"3/25/2019","Single Family Residential","1256 E 67th St","Los Angeles","CA",90001,391100,2,1,766,2184,1927,416,33.9790771,-118.2522283,93,1,0,9
"137",90001,"3/13/2020","Single Family Residential","1222 E 65th St","Los Angeles","CA",90001,309000,2,1,768,4824,1928,62,33.980658,-118.253279,92,1,0,9
"138",90001,"3/22/2019","Single Family Residential","839 E 82nd St","Los Angeles","CA",90001,444900,3,2,1448,5100,1931,419,33.9649132,-118.2594004,89,1,0,9
"139",90001,"10/11/2019","Single Family Residential","7832 Whitsett Ave","Los Angeles","CA",90001,380300,3,1,900,3514,1953,216,33.9677258,-118.2404161,67,1,0,9
"140",90001,"12/27/2019","Single Family Residential","1430 E 76th St","Los Angeles","CA",90001,408100,3,1,1064,4728,1913,139,33.9715643,-118.2489391,107,1,0,9
"141",90001,"8/13/2019","Single Family Residential","8234 Bell Ave","Los Angeles","CA",90001,401000,2,1,670,4920,1952,275,33.9633334,-118.2386714,68,1,0,9
"142",90001,"3/19/2020","Single Family Residential","1662 E 76th St","Los Angeles","CA",90001,475000,3,1,1440,5119,1910,56,33.9710013,-118.2439595,110,1,0,9
"143",90001,"7/26/2019","Multi-Family (2-4 Unit)","1441 E 83rd St","Los Angeles","CA",90001,474100,3,2,1237,7721,1930,293,33.9634769,-118.2484366,90,1,0,9
"144",90001,"12/18/2018","Single Family Residential","1619 E 82nd Pl","Los Angeles","CA",90001,349200,2,1,566,2972,1925,513,33.9643363,-118.2454671,95,1,0,9
"145",90001,"11/1/2018","Single Family Residential","1671 E 84th St","Los Angeles","CA",90001,480900,3,2,1857,5614,1914,560,33.962419,-118.2437539,106,1,0,9
"146",90001,"8/23/2019","Single Family Residential","1816 E 83rd St","Los Angeles","CA",90001,401000,3,2,1000,4171,1973,265,33.9623582,-118.2398935,47,1,0,9
"147",90001,"9/12/2018","Single Family Residential","645 E 76th Pl","Los Angeles","CA",90001,378700,2,1,1011,5103,1937,610,33.9704391,-118.2634395,83,1,0,9
"148",90001,"5/17/2017","Single Family Residential","1004 E 77th St","Los Angeles","CA",90001,423500,2,1,780,5739,1925,1093,33.9691966,-118.2574818,95,1,0,9
"149",90001,"1/26/2018","Single Family Residential","1558 E 75th St","Los Angeles","CA",90001,398900,2,2,840,3402,1925,839,33.9723432,-118.2456499,95,1,0,9
"150",90001,"12/31/2019","Single Family Residential","5930 Junction St","Los Angeles","CA",90001,362700,2,1,699,7491,1921,135,33.9860522,-118.2423123,99,1,0,9
"151",90001,"11/22/2019","Single Family Residential","1704 E 63rd St","Huntington Park","CA",90001,479200,3,2,1586,5400,2012,174,33.9827255,-118.2430458,8,1,0,9
"152",90001,"9/30/2019","Single Family Residential","1720 E 61st St","Los Angeles","CA",90001,168400,1,1,432,4021,1921,227,33.9845678,-118.2425784,99,1,0,9
"153",90001,"7/31/2019","Single Family Residential","2056 E 76 St","Los Angeles","CA",90001,412200,3,1,1000,4616,1914,288,33.9717304,-118.2348111,106,1,0,9
"154",90001,"8/16/2019","Single Family Residential","1822 E 66th St","Los Angeles","CA",90001,375300,2,1,816,5277,1911,272,33.979413,-118.2404726,109,1,0,9
"155",90001,"9/11/2019","Single Family Residential","1832 E 66th St","Los Angeles","CA",90001,326700,2,1,618,5555,1913,246,33.9794125,-118.2401528,107,1,0,9
"156",90001,"3/21/2019","Single Family Residential","7706 Stanford Ave","Los Angeles","CA",90001,362200,2,2,784,1565,1930,420,33.9690867,-118.2628006,90,1,0,9
"157",90001,"1/9/2020","Single Family Residential","628 E 74th St","Los Angeles","CA",90001,375900,3,2,1265,5738,1947,126,33.9727944,-118.2639932,73,1,0,9
"158",90001,"2/14/2020","Multi-Family (2-4 Unit)","644 -646 E 73rd St","Los Angeles","CA",90001,497000,3,3,1545,4940,1928,90,33.9736868,-118.2634302,92,1,0,9
"159",90001,"3/19/2020","Single Family Residential","7669 Mckinley Ave","Los Angeles","CA",90001,361000,2,1,960,2466,1925,56,33.9696959,-118.2609729,95,1,0,9
"160",90001,"11/22/2019","Single Family Residential","625 E 76th St","Los Angeles","CA",90001,443900,3,2,1368,5742,1925,174,33.9713984,-118.2641302,95,1,0,9
"161",90001,"9/10/2019","Single Family Residential","7512 McKinley Ave","Los Angeles","CA",90001,393000,2,2,858,2093,1928,247,33.9715533,-118.2606097,92,1,0,9
"162",90001,"7/7/2017","Single Family Residential","1234 E 73rd St","Los Angeles","CA",90001,353400,2,1,778,4821,1926,1042,33.9737249,-118.2531513,94,1,0,9
"163",90001,"2/11/2019","Multi-Family (2-4 Unit)","7821 Lou Dillon Ave","Los Angeles","CA",90001,492400,3,2,1425,4386,1922,458,33.9681352,-118.2349249,98,1,0,9
