"","zipcode","Date","PROPERTY.TYPE","ADDRESS","CITY","ZIP","ZIP.OR.POSTAL.CODE","PRICE","BEDS","BATHS","SQUARE.FEET","LOT.SIZE","YEAR.BUILT","DAYS.ON.MARKET","LATITUDE","LONGITUDE","Age","Num_Landfill","hospital_bed","School_Rank"
"1428",90027,"10/27/2017","Single Family Residential","2332 Claremont Ave","Los Angeles","CA",90027,1143800,2,1,1178,3793,1936,930,34.1028496,-118.2738809,84,1,1160,8
"1429",90027,"10/27/2017","Single Family Residential","2332 Claremont Ave","Los Angeles","CA",90027,1143800,2,1,1178,3793,1936,930,34.1028496,-118.2738809,84,1,1160,8
"1430",90027,"10/27/2017","Single Family Residential","2332 Claremont Ave","Los Angeles","CA",90027,1143800,2,1,1178,3793,1936,930,34.1028496,-118.2738809,84,1,1160,8
"1431",90027,"9/10/2019","Single Family Residential","4042 Cumberland Ave","Los Angeles","CA",90027,1225000,3,2,1180,6770,1920,247,34.098921,-118.2801382,100,1,1160,8
"1432",90027,"9/10/2019","Single Family Residential","4042 Cumberland Ave","Los Angeles","CA",90027,1225000,3,2,1180,6770,1920,247,34.098921,-118.2801382,100,1,1160,8
"1433",90027,"9/10/2019","Single Family Residential","4042 Cumberland Ave","Los Angeles","CA",90027,1225000,3,2,1180,6770,1920,247,34.098921,-118.2801382,100,1,1160,8
"1434",90027,"9/1/2017","Multi-Family (2-4 Unit)","3917 Sunset Dr","Los Angeles","CA",90027,1063400,3,2,1512,2530,1923,986,34.0976342,-118.2777631,97,1,1160,8
"1435",90027,"9/1/2017","Multi-Family (2-4 Unit)","3917 Sunset Dr","Los Angeles","CA",90027,1063400,3,2,1512,2530,1923,986,34.0976342,-118.2777631,97,1,1160,8
"1436",90027,"9/1/2017","Multi-Family (2-4 Unit)","3917 Sunset Dr","Los Angeles","CA",90027,1063400,3,2,1512,2530,1923,986,34.0976342,-118.2777631,97,1,1160,8
"1437",90027,"5/18/2018","Single Family Residential","2532 Lyric Ave","Los Angeles","CA",90027,1416100,2,2,1091,5509,1939,727,34.1075391,-118.2783357,81,1,1160,8
"1438",90027,"5/18/2018","Single Family Residential","2532 Lyric Ave","Los Angeles","CA",90027,1416100,2,2,1091,5509,1939,727,34.1075391,-118.2783357,81,1,1160,8
"1439",90027,"5/18/2018","Single Family Residential","2532 Lyric Ave","Los Angeles","CA",90027,1416100,2,2,1091,5509,1939,727,34.1075391,-118.2783357,81,1,1160,8
"1440",90027,"12/30/2019","Single Family Residential","3831 Aloha St","Los Angeles","CA",90027,1788500,3,2,1776,5000,1931,136,34.1067813,-118.2755706,89,1,1160,8
"1441",90027,"12/30/2019","Single Family Residential","3831 Aloha St","Los Angeles","CA",90027,1788500,3,2,1776,5000,1931,136,34.1067813,-118.2755706,89,1,1160,8
"1442",90027,"12/30/2019","Single Family Residential","3831 Aloha St","Los Angeles","CA",90027,1788500,3,2,1776,5000,1931,136,34.1067813,-118.2755706,89,1,1160,8
"1443",90027,"1/9/2020","Single Family Residential","3892 Franklin Ave","Los Angeles","CA",90027,1979900,3,3,2675,3892,1934,126,34.1039793,-118.2771008,86,1,1160,8
"1444",90027,"1/9/2020","Single Family Residential","3892 Franklin Ave","Los Angeles","CA",90027,1979900,3,3,2675,3892,1934,126,34.1039793,-118.2771008,86,1,1160,8
"1445",90027,"1/9/2020","Single Family Residential","3892 Franklin Ave","Los Angeles","CA",90027,1979900,3,3,2675,3892,1934,126,34.1039793,-118.2771008,86,1,1160,8
"1446",90027,"3/24/2020","Single Family Residential","3831 Clayton Ave","Los Angeles","CA",90027,765000,2,2,1272,3572,1924,51,34.0994339,-118.2771236,96,1,1160,8
"1447",90027,"3/24/2020","Single Family Residential","3831 Clayton Ave","Los Angeles","CA",90027,765000,2,2,1272,3572,1924,51,34.0994339,-118.2771236,96,1,1160,8
"1448",90027,"3/24/2020","Single Family Residential","3831 Clayton Ave","Los Angeles","CA",90027,765000,2,2,1272,3572,1924,51,34.0994339,-118.2771236,96,1,1160,8
"1449",90027,"3/27/2020","Single Family Residential","4211 Holly Knoll Dr","Los Angeles","CA",90027,1830000,3,2.75,2091,5575,1938,48,34.1067665,-118.2812345,82,1,1160,8
"1450",90027,"3/27/2020","Single Family Residential","4211 Holly Knoll Dr","Los Angeles","CA",90027,1830000,3,2.75,2091,5575,1938,48,34.1067665,-118.2812345,82,1,1160,8
"1451",90027,"3/27/2020","Single Family Residential","4211 Holly Knoll Dr","Los Angeles","CA",90027,1830000,3,2.75,2091,5575,1938,48,34.1067665,-118.2812345,82,1,1160,8
"1452",90027,"7/25/2019","Single Family Residential","2369 Lyric Ave","Los Angeles","CA",90027,1752100,3,2.75,2440,4564,1983,294,34.103787,-118.2750682,37,1,1160,8
"1453",90027,"7/25/2019","Single Family Residential","2369 Lyric Ave","Los Angeles","CA",90027,1752100,3,2.75,2440,4564,1983,294,34.103787,-118.2750682,37,1,1160,8
"1454",90027,"7/25/2019","Single Family Residential","2369 Lyric Ave","Los Angeles","CA",90027,1752100,3,2.75,2440,4564,1983,294,34.103787,-118.2750682,37,1,1160,8
"1455",90027,"3/24/2020","Single Family Residential","3881 Franklin Ave","Los Angeles","CA",90027,1680000,3,2.5,1795,4841,1937,51,34.103814,-118.2765046,83,1,1160,8
"1456",90027,"3/24/2020","Single Family Residential","3881 Franklin Ave","Los Angeles","CA",90027,1680000,3,2.5,1795,4841,1937,51,34.103814,-118.2765046,83,1,1160,8
"1457",90027,"3/24/2020","Single Family Residential","3881 Franklin Ave","Los Angeles","CA",90027,1680000,3,2.5,1795,4841,1937,51,34.103814,-118.2765046,83,1,1160,8
"1458",90027,"5/4/2020","Single Family Residential","1935 Mayview Dr","Los Angeles","CA",90027,1515000,2,2.25,1336,4962,1952,10,34.0977364,-118.2763928,68,1,1160,8
"1459",90027,"5/4/2020","Single Family Residential","1935 Mayview Dr","Los Angeles","CA",90027,1515000,2,2.25,1336,4962,1952,10,34.0977364,-118.2763928,68,1,1160,8
"1460",90027,"5/4/2020","Single Family Residential","1935 Mayview Dr","Los Angeles","CA",90027,1515000,2,2.25,1336,4962,1952,10,34.0977364,-118.2763928,68,1,1160,8
"1461",90027,"5/4/2020","Single Family Residential","1614 Myra Ave","Los Angeles","CA",90027,1382000,2,3,1684,3316,1923,10,34.1005209,-118.2801382,97,1,1160,8
"1462",90027,"5/4/2020","Single Family Residential","1614 Myra Ave","Los Angeles","CA",90027,1382000,2,3,1684,3316,1923,10,34.1005209,-118.2801382,97,1,1160,8
"1463",90027,"5/4/2020","Single Family Residential","1614 Myra Ave","Los Angeles","CA",90027,1382000,2,3,1684,3316,1923,10,34.1005209,-118.2801382,97,1,1160,8
"1464",90027,"5/24/2019","Single Family Residential","2610 Claremont Ave","Los Angeles","CA",90027,1343300,2,2,1457,5000,1938,356,34.105235,-118.2739948,82,1,1160,8
"1465",90027,"5/24/2019","Single Family Residential","2610 Claremont Ave","Los Angeles","CA",90027,1343300,2,2,1457,5000,1938,356,34.105235,-118.2739948,82,1,1160,8
"1466",90027,"5/24/2019","Single Family Residential","2610 Claremont Ave","Los Angeles","CA",90027,1343300,2,2,1457,5000,1938,356,34.105235,-118.2739948,82,1,1160,8
"1467",90027,"11/6/2018","Single Family Residential","3460 Ben Lomond Pl","Los Angeles","CA",90027,1447800,3,1.75,1818,5144,1953,555,34.111006,-118.2818739,67,1,1160,8
"1468",90027,"11/6/2018","Single Family Residential","3460 Ben Lomond Pl","Los Angeles","CA",90027,1447800,3,1.75,1818,5144,1953,555,34.111006,-118.2818739,67,1,1160,8
"1469",90027,"11/6/2018","Single Family Residential","3460 Ben Lomond Pl","Los Angeles","CA",90027,1447800,3,1.75,1818,5144,1953,555,34.111006,-118.2818739,67,1,1160,8
"1470",90027,"7/16/2018","Single Family Residential","4242 Hazel Kirk Dr","Los Feliz","CA",90027,1109400,3,2,1834,6421,1936,668,34.1072984,-118.2827874,84,1,1160,8
"1471",90027,"7/16/2018","Single Family Residential","4242 Hazel Kirk Dr","Los Feliz","CA",90027,1109400,3,2,1834,6421,1936,668,34.1072984,-118.2827874,84,1,1160,8
"1472",90027,"7/16/2018","Single Family Residential","4242 Hazel Kirk Dr","Los Feliz","CA",90027,1109400,3,2,1834,6421,1936,668,34.1072984,-118.2827874,84,1,1160,8
"1473",90027,"11/15/2019","Single Family Residential","4250 Los Nietos Dr","Los Angeles","CA",90027,2068000,3,2.5,1970,5647,1933,181,34.1089666,-118.2825133,87,1,1160,8
"1474",90027,"11/15/2019","Single Family Residential","4250 Los Nietos Dr","Los Angeles","CA",90027,2068000,3,2.5,1970,5647,1933,181,34.1089666,-118.2825133,87,1,1160,8
"1475",90027,"11/15/2019","Single Family Residential","4250 Los Nietos Dr","Los Angeles","CA",90027,2068000,3,2.5,1970,5647,1933,181,34.1089666,-118.2825133,87,1,1160,8
"1476",90027,"12/30/2019","Multi-Family (2-4 Unit)","1321 Bates Ave","Los Angeles","CA",90027,1158800,3,2,1160,6793,1932,136,34.0965167,-118.2821218,88,1,1160,8
"1477",90027,"12/30/2019","Multi-Family (2-4 Unit)","1321 Bates Ave","Los Angeles","CA",90027,1158800,3,2,1160,6793,1932,136,34.0965167,-118.2821218,88,1,1160,8
"1478",90027,"12/30/2019","Multi-Family (2-4 Unit)","1321 Bates Ave","Los Angeles","CA",90027,1158800,3,2,1160,6793,1932,136,34.0965167,-118.2821218,88,1,1160,8
"1479",90027,"10/5/2018","Single Family Residential","4617 Welch Pl","Los Angeles","CA",90027,1374700,2,1,1132,5300,1915,587,34.1063535,-118.2908122,105,1,1160,8
"1480",90027,"10/5/2018","Single Family Residential","4617 Welch Pl","Los Angeles","CA",90027,1374700,2,1,1132,5300,1915,587,34.1063535,-118.2908122,105,1,1160,8
"1481",90027,"10/5/2018","Single Family Residential","4617 Welch Pl","Los Angeles","CA",90027,1374700,2,1,1132,5300,1915,587,34.1063535,-118.2908122,105,1,1160,8
"1482",90027,"10/18/2019","Single Family Residential","2054 N New Hampshire Ave","Los Angeles","CA",90027,1592300,3,2,1900,6500,1923,209,34.1092466,-118.292683,97,1,1160,8
"1483",90027,"10/18/2019","Single Family Residential","2054 N New Hampshire Ave","Los Angeles","CA",90027,1592300,3,2,1900,6500,1923,209,34.1092466,-118.292683,97,1,1160,8
"1484",90027,"10/18/2019","Single Family Residential","2054 N New Hampshire Ave","Los Angeles","CA",90027,1592300,3,2,1900,6500,1923,209,34.1092466,-118.292683,97,1,1160,8
"1485",90027,"6/16/2017","Single Family Residential","2300 Ronda Vista Dr","Los Angeles","CA",90027,2245200,3,3.5,2719,4826,1949,1063,34.1033872,-118.2753879,71,1,1160,8
"1486",90027,"6/16/2017","Single Family Residential","2300 Ronda Vista Dr","Los Angeles","CA",90027,2245200,3,3.5,2719,4826,1949,1063,34.1033872,-118.2753879,71,1,1160,8
"1487",90027,"6/16/2017","Single Family Residential","2300 Ronda Vista Dr","Los Angeles","CA",90027,2245200,3,3.5,2719,4826,1949,1063,34.1033872,-118.2753879,71,1,1160,8
"1488",90027,"3/22/2019","Single Family Residential","4106 Prospect Ave","Los Angeles","CA",90027,812300,3,2,861,5394,1924,419,34.1014354,-118.2806407,96,1,1160,8
"1489",90027,"3/22/2019","Single Family Residential","4106 Prospect Ave","Los Angeles","CA",90027,812300,3,2,861,5394,1924,419,34.1014354,-118.2806407,96,1,1160,8
"1490",90027,"3/22/2019","Single Family Residential","4106 Prospect Ave","Los Angeles","CA",90027,812300,3,2,861,5394,1924,419,34.1014354,-118.2806407,96,1,1160,8
"1491",90027,"6/8/2018","Single Family Residential","1736 Hollyvista Ave","Los Angeles","CA",90027,1792300,3,2,2545,5203,1927,706,34.1012007,-118.2766446,93,1,1160,8
"1492",90027,"6/8/2018","Single Family Residential","1736 Hollyvista Ave","Los Angeles","CA",90027,1792300,3,2,2545,5203,1927,706,34.1012007,-118.2766446,93,1,1160,8
"1493",90027,"6/8/2018","Single Family Residential","1736 Hollyvista Ave","Los Angeles","CA",90027,1792300,3,2,2545,5203,1927,706,34.1012007,-118.2766446,93,1,1160,8
"1494",90027,"4/30/2018","Single Family Residential","4031 Camero Ave","Los Angeles","CA",90027,1463800,3,1.75,1408,5400,1924,745,34.1011007,-118.2796587,96,1,1160,8
"1495",90027,"4/30/2018","Single Family Residential","4031 Camero Ave","Los Angeles","CA",90027,1463800,3,1.75,1408,5400,1924,745,34.1011007,-118.2796587,96,1,1160,8
"1496",90027,"4/30/2018","Single Family Residential","4031 Camero Ave","Los Angeles","CA",90027,1463800,3,1.75,1408,5400,1924,745,34.1011007,-118.2796587,96,1,1160,8
"1497",90027,"1/11/2018","Single Family Residential","4306 Ambrose Ave","Los Feliz","CA",90027,1211200,2,1,1170,4743,1926,854,34.1094983,-118.2834268,94,1,1160,8
"1498",90027,"1/11/2018","Single Family Residential","4306 Ambrose Ave","Los Feliz","CA",90027,1211200,2,1,1170,4743,1926,854,34.1094983,-118.2834268,94,1,1160,8
"1499",90027,"1/11/2018","Single Family Residential","4306 Ambrose Ave","Los Feliz","CA",90027,1211200,2,1,1170,4743,1926,854,34.1094983,-118.2834268,94,1,1160,8
"1500",90027,"5/18/2018","Single Family Residential","3804 Ronda Vista Pl","Los Angeles","CA",90027,1661700,3,2.5,2616,3381,1992,727,34.1042559,-118.2757534,28,1,1160,8
"1501",90027,"5/18/2018","Single Family Residential","3804 Ronda Vista Pl","Los Angeles","CA",90027,1661700,3,2.5,2616,3381,1992,727,34.1042559,-118.2757534,28,1,1160,8
"1502",90027,"5/18/2018","Single Family Residential","3804 Ronda Vista Pl","Los Angeles","CA",90027,1661700,3,2.5,2616,3381,1992,727,34.1042559,-118.2757534,28,1,1160,8
"1503",90027,"3/6/2018","Single Family Residential","2013 Ames St","Los Angeles","CA",90027,1902300,3,3,2868,7870,1968,800,34.1087539,-118.279042,52,1,1160,8
"1504",90027,"3/6/2018","Single Family Residential","2013 Ames St","Los Angeles","CA",90027,1902300,3,3,2868,7870,1968,800,34.1087539,-118.279042,52,1,1160,8
"1505",90027,"3/6/2018","Single Family Residential","2013 Ames St","Los Angeles","CA",90027,1902300,3,3,2868,7870,1968,800,34.1087539,-118.279042,52,1,1160,8
"1506",90027,"11/27/2018","Single Family Residential","2315 Inverness Ave","Los Angeles","CA",90027,1491600,3,2.5,2148,8624,1956,534,34.113759,-118.288497,64,1,1160,8
"1507",90027,"11/27/2018","Single Family Residential","2315 Inverness Ave","Los Angeles","CA",90027,1491600,3,2.5,2148,8624,1956,534,34.113759,-118.288497,64,1,1160,8
"1508",90027,"11/27/2018","Single Family Residential","2315 Inverness Ave","Los Angeles","CA",90027,1491600,3,2.5,2148,8624,1956,534,34.113759,-118.288497,64,1,1160,8
"1509",90027,"8/23/2019","Single Family Residential","4129 Parva Ave","Los Angeles","CA",90027,1460000,3,2,1694,5663,1940,265,34.1163311,-118.2832898,80,1,1160,8
"1510",90027,"8/23/2019","Single Family Residential","4129 Parva Ave","Los Angeles","CA",90027,1460000,3,2,1694,5663,1940,265,34.1163311,-118.2832898,80,1,1160,8
"1511",90027,"8/23/2019","Single Family Residential","4129 Parva Ave","Los Angeles","CA",90027,1460000,3,2,1694,5663,1940,265,34.1163311,-118.2832898,80,1,1160,8
"1512",90027,"3/24/2020","Single Family Residential","2361 N Vermont Ave","Los Angeles","CA",90027,2167987,3,3,2665,9844,1956,51,34.113928,-118.2908259,64,1,1160,8
"1513",90027,"3/24/2020","Single Family Residential","2361 N Vermont Ave","Los Angeles","CA",90027,2167987,3,3,2665,9844,1956,51,34.113928,-118.2908259,64,1,1160,8
"1514",90027,"3/24/2020","Single Family Residential","2361 N Vermont Ave","Los Angeles","CA",90027,2167987,3,3,2665,9844,1956,51,34.113928,-118.2908259,64,1,1160,8
"1515",90027,"7/29/2019","Single Family Residential","4211 Cromwell Ave","Los Angeles","CA",90027,1592300,3,2,1816,7316,1938,290,34.1152602,-118.2841348,82,1,1160,8
"1516",90027,"7/29/2019","Single Family Residential","4211 Cromwell Ave","Los Angeles","CA",90027,1592300,3,2,1816,7316,1938,290,34.1152602,-118.2841348,82,1,1160,8
"1517",90027,"7/29/2019","Single Family Residential","4211 Cromwell Ave","Los Angeles","CA",90027,1592300,3,2,1816,7316,1938,290,34.1152602,-118.2841348,82,1,1160,8
"1518",90027,"8/29/2017","Single Family Residential","2034 N Catalina St","Los Angeles","CA",90027,1272700,3,2,1618,6500,1923,989,34.108656,-118.2947994,97,1,1160,8
"1519",90027,"8/29/2017","Single Family Residential","2034 N Catalina St","Los Angeles","CA",90027,1272700,3,2,1618,6500,1923,989,34.108656,-118.2947994,97,1,1160,8
"1520",90027,"8/29/2017","Single Family Residential","2034 N Catalina St","Los Angeles","CA",90027,1272700,3,2,1618,6500,1923,989,34.108656,-118.2947994,97,1,1160,8
"1521",90027,"4/9/2019","Single Family Residential","1955 N Catalina St","Los Angeles","CA",90027,1427700,3,1.5,1674,6500,1922,401,34.1069669,-118.2953495,98,1,1160,8
"1522",90027,"4/9/2019","Single Family Residential","1955 N Catalina St","Los Angeles","CA",90027,1427700,3,1.5,1674,6500,1922,401,34.1069669,-118.2953495,98,1,1160,8
"1523",90027,"4/9/2019","Single Family Residential","1955 N Catalina St","Los Angeles","CA",90027,1427700,3,1.5,1674,6500,1922,401,34.1069669,-118.2953495,98,1,1160,8
"1524",90027,"11/30/2017","Single Family Residential","1957 N Edgemont St","Los Angeles","CA",90027,1921300,3,3,3103,6920,1927,896,34.1070156,-118.2965649,93,1,1160,8
"1525",90027,"11/30/2017","Single Family Residential","1957 N Edgemont St","Los Angeles","CA",90027,1921300,3,3,3103,6920,1927,896,34.1070156,-118.2965649,93,1,1160,8
"1526",90027,"11/30/2017","Single Family Residential","1957 N Edgemont St","Los Angeles","CA",90027,1921300,3,3,3103,6920,1927,896,34.1070156,-118.2965649,93,1,1160,8
"1527",90027,"6/21/2018","Single Family Residential","1552 Winona Blvd","Los Angeles","CA",90027,937700,3,2,1417,6705,1919,693,34.0997713,-118.3018713,101,1,1160,8
"1528",90027,"6/21/2018","Single Family Residential","1552 Winona Blvd","Los Angeles","CA",90027,937700,3,2,1417,6705,1919,693,34.0997713,-118.3018713,101,1,1160,8
"1529",90027,"6/21/2018","Single Family Residential","1552 Winona Blvd","Los Angeles","CA",90027,937700,3,2,1417,6705,1919,693,34.0997713,-118.3018713,101,1,1160,8
"1530",90027,"1/9/2020","Single Family Residential","3930 De Longpre Ave","Los Angeles","CA",90027,1428600,3,2,1390,3424,1972,126,34.0968114,-118.2778545,48,1,1160,8
"1531",90027,"1/9/2020","Single Family Residential","3930 De Longpre Ave","Los Angeles","CA",90027,1428600,3,2,1390,3424,1972,126,34.0968114,-118.2778545,48,1,1160,8
"1532",90027,"1/9/2020","Single Family Residential","3930 De Longpre Ave","Los Angeles","CA",90027,1428600,3,2,1390,3424,1972,126,34.0968114,-118.2778545,48,1,1160,8
"1533",90027,"9/18/2018","Single Family Residential","4458 Dundee Dr","Los Angeles","CA",90027,1841600,3,3,2096,9640,1924,604,34.1152923,-118.2868067,96,1,1160,8
"1534",90027,"9/18/2018","Single Family Residential","4458 Dundee Dr","Los Angeles","CA",90027,1841600,3,3,2096,9640,1924,604,34.1152923,-118.2868067,96,1,1160,8
"1535",90027,"9/18/2018","Single Family Residential","4458 Dundee Dr","Los Angeles","CA",90027,1841600,3,3,2096,9640,1924,604,34.1152923,-118.2868067,96,1,1160,8
"1536",90027,"4/4/2019","Single Family Residential","2666 Aberdeen Ave","Los Angeles","CA",90027,7191500,3,3.5,4026,63148,1922,406,34.1174897,-118.290255,98,1,1160,8
"1537",90027,"4/4/2019","Single Family Residential","2666 Aberdeen Ave","Los Angeles","CA",90027,7191500,3,3.5,4026,63148,1922,406,34.1174897,-118.290255,98,1,1160,8
"1538",90027,"4/4/2019","Single Family Residential","2666 Aberdeen Ave","Los Angeles","CA",90027,7191500,3,3.5,4026,63148,1922,406,34.1174897,-118.290255,98,1,1160,8
"1539",90027,"10/23/2017","Single Family Residential","1711 Sanborn Ave","Los Angeles","CA",90027,1029400,2,2,1026,3187,1928,934,34.1012902,-118.2788382,92,1,1160,8
"1540",90027,"10/23/2017","Single Family Residential","1711 Sanborn Ave","Los Angeles","CA",90027,1029400,2,2,1026,3187,1928,934,34.1012902,-118.2788382,92,1,1160,8
"1541",90027,"10/23/2017","Single Family Residential","1711 Sanborn Ave","Los Angeles","CA",90027,1029400,2,2,1026,3187,1928,934,34.1012902,-118.2788382,92,1,1160,8
"1542",90027,"10/18/2017","Single Family Residential","3937 Cumberland Ave","Los Angeles","CA",90027,1525100,3,4,2034,3398,1922,939,34.09844,-118.2779001,98,1,1160,8
"1543",90027,"10/18/2017","Single Family Residential","3937 Cumberland Ave","Los Angeles","CA",90027,1525100,3,4,2034,3398,1922,939,34.09844,-118.2779001,98,1,1160,8
"1544",90027,"10/18/2017","Single Family Residential","3937 Cumberland Ave","Los Angeles","CA",90027,1525100,3,4,2034,3398,1922,939,34.09844,-118.2779001,98,1,1160,8
"1545",90027,"8/15/2018","Single Family Residential","3955 Clayton Ave","Los Angeles","CA",90027,1559600,3,2.5,1995,6530,1921,638,34.100863,-118.2784482,99,1,1160,8
"1546",90027,"8/15/2018","Single Family Residential","3955 Clayton Ave","Los Angeles","CA",90027,1559600,3,2.5,1995,6530,1921,638,34.100863,-118.2784482,99,1,1160,8
"1547",90027,"8/15/2018","Single Family Residential","3955 Clayton Ave","Los Angeles","CA",90027,1559600,3,2.5,1995,6530,1921,638,34.100863,-118.2784482,99,1,1160,8
"1548",90027,"9/28/2018","Single Family Residential","3904 Clayton Ave","Los Angeles","CA",90027,1243000,2,2,1689,5534,1921,594,34.0995727,-118.2777289,99,1,1160,8
"1549",90027,"9/28/2018","Single Family Residential","3904 Clayton Ave","Los Angeles","CA",90027,1243000,2,2,1689,5534,1921,594,34.0995727,-118.2777289,99,1,1160,8
"1550",90027,"9/28/2018","Single Family Residential","3904 Clayton Ave","Los Angeles","CA",90027,1243000,2,2,1689,5534,1921,594,34.0995727,-118.2777289,99,1,1160,8
"1551",90027,"11/18/2019","Single Family Residential","4007 Cumberland Ave","Los Angeles","CA",90027,817100,2,1,992,6576,1938,178,34.0992976,-118.2789507,82,1,1160,8
"1552",90027,"11/18/2019","Single Family Residential","4007 Cumberland Ave","Los Angeles","CA",90027,817100,2,1,992,6576,1938,178,34.0992976,-118.2789507,82,1,1160,8
"1553",90027,"11/18/2019","Single Family Residential","4007 Cumberland Ave","Los Angeles","CA",90027,817100,2,1,992,6576,1938,178,34.0992976,-118.2789507,82,1,1160,8
"1554",90027,"11/16/2017","Single Family Residential","3992 Prospect Ave","Los Angeles","CA",90027,1389800,2,2,1206,4464,1936,910,34.1017034,-118.2783399,84,1,1160,8
"1555",90027,"11/16/2017","Single Family Residential","3992 Prospect Ave","Los Angeles","CA",90027,1389800,2,2,1206,4464,1936,910,34.1017034,-118.2783399,84,1,1160,8
"1556",90027,"11/16/2017","Single Family Residential","3992 Prospect Ave","Los Angeles","CA",90027,1389800,2,2,1206,4464,1936,910,34.1017034,-118.2783399,84,1,1160,8
"1557",90027,"12/13/2018","Single Family Residential","3843 Clayton Ave","Los Angeles","CA",90027,1446500,3,2.5,1492,3070,2018,518,34.0991096,-118.2771807,2,1,1160,8
"1558",90027,"12/13/2018","Single Family Residential","3843 Clayton Ave","Los Angeles","CA",90027,1446500,3,2.5,1492,3070,2018,518,34.0991096,-118.2771807,2,1,1160,8
"1559",90027,"12/13/2018","Single Family Residential","3843 Clayton Ave","Los Angeles","CA",90027,1446500,3,2.5,1492,3070,2018,518,34.0991096,-118.2771807,2,1,1160,8
"1560",90027,"7/18/2017","Single Family Residential","4206 Parva Ave","Los Feliz","CA",90027,2104100,3,3.5,2728,7630,1933,1031,34.1159142,-118.2838379,87,1,1160,8
"1561",90027,"7/18/2017","Single Family Residential","4206 Parva Ave","Los Feliz","CA",90027,2104100,3,3.5,2728,7630,1933,1031,34.1159142,-118.2838379,87,1,1160,8
"1562",90027,"7/18/2017","Single Family Residential","4206 Parva Ave","Los Feliz","CA",90027,2104100,3,3.5,2728,7630,1933,1031,34.1159142,-118.2838379,87,1,1160,8
"1563",90027,"7/10/2017","Single Family Residential","2218 Wayne Ave","Los Angeles","CA",90027,1789500,3,2.75,2861,8394,1956,1039,34.1139223,-118.2808462,64,1,1160,8
"1564",90027,"7/10/2017","Single Family Residential","2218 Wayne Ave","Los Angeles","CA",90027,1789500,3,2.75,2861,8394,1956,1039,34.1139223,-118.2808462,64,1,1160,8
"1565",90027,"7/10/2017","Single Family Residential","2218 Wayne Ave","Los Angeles","CA",90027,1789500,3,2.75,2861,8394,1956,1039,34.1139223,-118.2808462,64,1,1160,8
"1566",90027,"4/23/2019","Single Family Residential","3606 Amesbury Rd","Los Angeles","CA",90027,2396700,3,4,2309,5548,1937,387,34.1161243,-118.2799555,83,1,1160,8
"1567",90027,"4/23/2019","Single Family Residential","3606 Amesbury Rd","Los Angeles","CA",90027,2396700,3,4,2309,5548,1937,387,34.1161243,-118.2799555,83,1,1160,8
"1568",90027,"4/23/2019","Single Family Residential","3606 Amesbury Rd","Los Angeles","CA",90027,2396700,3,4,2309,5548,1937,387,34.1161243,-118.2799555,83,1,1160,8
"1569",90027,"5/7/2019","Single Family Residential","4061 Farmouth Dr","Los Angeles","CA",90027,1783400,3,3.75,2711,9376,1979,373,34.117375,-118.2826432,41,1,1160,8
"1570",90027,"5/7/2019","Single Family Residential","4061 Farmouth Dr","Los Angeles","CA",90027,1783400,3,3.75,2711,9376,1979,373,34.117375,-118.2826432,41,1,1160,8
"1571",90027,"5/7/2019","Single Family Residential","4061 Farmouth Dr","Los Angeles","CA",90027,1783400,3,3.75,2711,9376,1979,373,34.117375,-118.2826432,41,1,1160,8
"1572",90027,"12/5/2018","Single Family Residential","1416 N Kingsley Dr","Los Angeles","CA",90027,1294800,2,1,1118,8489,1912,526,34.0972373,-118.3028831,108,1,1160,8
"1573",90027,"12/5/2018","Single Family Residential","1416 N Kingsley Dr","Los Angeles","CA",90027,1294800,2,1,1118,8489,1912,526,34.0972373,-118.3028831,108,1,1160,8
"1574",90027,"12/5/2018","Single Family Residential","1416 N Kingsley Dr","Los Angeles","CA",90027,1294800,2,1,1118,8489,1912,526,34.0972373,-118.3028831,108,1,1160,8
"1575",90027,"7/11/2019","Single Family Residential","4355 Russell Ave","Los Angeles","CA",90027,1445800,3,1.75,1464,4858,1922,308,34.1047445,-118.2850697,98,1,1160,8
"1576",90027,"7/11/2019","Single Family Residential","4355 Russell Ave","Los Angeles","CA",90027,1445800,3,1.75,1464,4858,1922,308,34.1047445,-118.2850697,98,1,1160,8
"1577",90027,"7/11/2019","Single Family Residential","4355 Russell Ave","Los Angeles","CA",90027,1445800,3,1.75,1464,4858,1922,308,34.1047445,-118.2850697,98,1,1160,8
"1578",90027,"2/15/2019","Multi-Family (5+ Unit)","1412 N Kingsley Dr","Los Angeles","CA",90027,5271500,3,30,18645,8486,1928,454,34.0971001,-118.3027917,92,1,1160,8
"1579",90027,"2/15/2019","Multi-Family (5+ Unit)","1412 N Kingsley Dr","Los Angeles","CA",90027,5271500,3,30,18645,8486,1928,454,34.0971001,-118.3027917,92,1,1160,8
"1580",90027,"2/15/2019","Multi-Family (5+ Unit)","1412 N Kingsley Dr","Los Angeles","CA",90027,5271500,3,30,18645,8486,1928,454,34.0971001,-118.3027917,92,1,1160,8
"1581",90027,"7/7/2017","Single Family Residential","1312 N Harvard Blvd","Los Angeles","CA",90027,774000,2,2,1132,3749,1920,1042,34.0955178,-118.3041618,100,1,1160,8
"1582",90027,"7/7/2017","Single Family Residential","1312 N Harvard Blvd","Los Angeles","CA",90027,774000,2,2,1132,3749,1920,1042,34.0955178,-118.3041618,100,1,1160,8
