"ZIP","Date","PROPERTY.TYPE","ADDRESS","CITY","STATE","PRICE","BEDS","BATHS","SQUARE.FEET","LOT.SIZE","LATITUDE","LONGITUDE","Age","ORIGINAL_PRC","numCrimes","LONG_LAT","SQ_LOT","knn14Pred","Error","Pct_Error","AbsPct_Err","UpperCI","LowerCI"
90037,"2020-02-28","Single Family Residential","3901 Walton Ave","Los Angeles","CA",674900,3,3,1340,3582,34.0153469,-118.2949821,111,674900,0,-4023.84485266079,4799880,687928.571428571,13028.5714285715,0.0193044472196939,0.0193044472196939,947239.693609252,584003.803538973
90037,"2020-04-16","Single Family Residential","1231 W 49th St","Los Angeles","CA",490000,3,2,1641,5721,33.9989197,-118.297003,110,490000,0,-4021.97030574766,9388161,668242.857142857,178242.857142857,0.363760932944607,0.363760932944607,920133.550990758,567291.992900894
90037,"2020-03-06","Single Family Residential","1217 W 49th St","Los Angeles","CA",515000,3,3,1500,5720,33.9989135,-118.2965463,108,515000,0,-4021.95404500245,8580000,680171.428571429,165171.428571429,0.320721220527046,0.320721220527046,936558.535814011,577418.525471863
90037,"2020-03-05","Single Family Residential","119 W 45th St","Los Angeles","CA",411000,3,1,1051,4387,34.0030887,-118.2747941,106,411000,0,-4021.70831475654,4610737,447621.428571429,36621.4285714286,0.0891032325338894,0.0891032325338894,616350.014322614,379999.650673625
90037,"2020-03-02","Single Family Residential","1204 W 56th St","Los Angeles","CA",305000,2,1,988,3570,33.9913981,-118.296194,98,305000,0,-4021.05302396883,3527160,444778.571428571,139778.571428571,0.458290398126464,0.458290398126464,612435.556861743,377586.261474076
90037,"2020-03-25","Single Family Residential","837 W 57th St","Los Angeles","CA",590000,3,2.5,1272,5121,33.9907301,-118.2884556,111,590000,0,-4020.71096824543,6513912,667835.714285714,77835.7142857143,0.131924939467312,0.131924939467312,919572.937736312,566946.35675925
90037,"2020-03-06","Single Family Residential","1249 W 56th St","Los Angeles","CA",575000,3,1.75,1144,3533,33.9917668,-118.2976753,97,575000,0,-4021.14699177972,4041752,492800,-82200,-0.14295652173913,0.14295652173913,678558.414925652,418353.134812177
90037,"2020-04-30","Single Family Residential","931 W 54th St","Los Angeles","CA",405000,2,1,974,5184,33.9934267,-118.2904149,99,405000,0,-4021.09654821574,5049216,438935.714285714,33935.7142857143,0.0837918871252203,0.0837918871252203,604390.264894426,372626.079651889
90037,"2020-04-03","Single Family Residential","817 W 58th St","Los Angeles","CA",430000,3,2,1478,4531,33.9898845,-118.2877973,100,430000,0,-4020.58856798641,6696818,537435.714285714,107435.714285714,0.249850498338871,0.249850498338871,740019.331189427,456245.770761872
90037,"2020-02-03","Single Family Residential","714 W 42nd Pl","Los Angeles","CA",580000,3,2,1092,4805,34.0060117,-118.28635,111,580000,0,-4022.4470020503,5247060,553114.285714286,-26885.7142857143,-0.0463546798029557,0.0463546798029557,761607.859145738,469555.79411114
90037,"2020-02-27","Single Family Residential","555 W 43rd Pl","Los Angeles","CA",410000,2,1,1024,4415,34.0047685,-118.284112,112,410000,0,-4022.22384578807,4520960,416864.285714286,6864.28571428574,0.0167421602787456,0.0167421602787456,573999.125311282,353888.962499616
90037,"2020-02-14","Single Family Residential","812 W 53rd St","Los Angeles","CA",585000,3,2,1189,5160,33.9939273,-118.2876509,110,585000,0,-4021.06180518238,6135240,544928.571428571,-40071.4285714285,-0.0684981684981684,0.0684981684981684,750336.58213529,462606.688526511
90037,"2020-03-10","Single Family Residential","432 W 51st St","Los Angeles","CA",448000,2,1,1304,5505,33.9963166,-118.2816331,112,448000,0,-4021.13984683264,7178520,392064.285714286,-55935.7142857143,-0.124856505102041,0.124856505102041,539850.893391322,332835.476819133
90037,"2020-05-06","Single Family Residential","842 W 49th St","Los Angeles","CA",599000,3,2,1201,5830,33.998527,-118.288588,109,599000,0,-4021.63775290988,7001830,566278.571428571,-32721.4285714285,-0.0546267588838539,0.0546267588838539,779734.354372836,480731.362690959
90037,"2020-03-02","Single Family Residential","716 W 49th Pl","Los Angeles","CA",535000,3,2,1280,4195,33.9978066,-118.2862365,108,535000,0,-4021.47259196886,5369600,576221.428571429,41221.4285714285,0.0770493991989318,0.0770493991989318,793425.120165631,489172.161097419
90037,"2020-03-17","Single Family Residential","1319 W 49th St","Los Angeles","CA",5e+05,4,2,1585,5720,33.9989407,-118.2987923,111,500000,0,-4022.03362428932,9066200,638607.142857143,138607.142857143,0.277214285714286,0.277214285714286,879326.807259217,542133.320064395
90037,"2020-04-22","Single Family Residential","1100 W 45th St","Los Angeles","CA",630000,6,1,2533,7428,34.0024097,-118.2939482,115,630000,0,-4022.27929172698,18815124,675828.571428571,45828.5714285715,0.0727437641723356,0.0727437641723356,930578.661099917,573731.739960995
90037,"2020-02-12","Single Family Residential","232 W 48th St","Los Angeles","CA",484000,4,3,1520,4750,33.9989804,-118.2773574,114,484000,0,-4021.30955600639,7220000,629928.571428571,145928.571428571,0.301505312868949,0.301505312868949,867376.893151281,534765.812834617
90037,"2020-02-27","Single Family Residential","642 W 57th St","Los Angeles","CA",520000,4,2,1326,4995,33.99035,-118.2855735,113,520000,0,-4020.56804321573,6623370,530542.857142857,10542.8571428572,0.0202747252747253,0.0202747252747253,730528.247144853,450394.21152176
90037,"2020-02-28","Single Family Residential","916 W 47th St","Los Angeles","CA",6e+05,4,2,1769,7450,34.0003469,-118.2896385,112,600000,0,-4021.88874367559,13179050,627942.857142857,27942.8571428572,0.0465714285714287,0.0465714285714287,864642.674120824,533080.078670109
90037,"2020-03-11","Single Family Residential","951 W 48th St","Los Angeles","CA",555000,4,2,1674,5871,33.9998489,-118.2907917,81,555000,0,-4021.86904406137,9828054,749435.714285714,194435.714285714,0.35033462033462,0.35033462033462,1031931.63631166,636219.116095032
90037,"2020-04-23","Single Family Residential","184 W 43rd St","Los Angeles","CA",430000,4,3,1904,5402,34.0053951,-118.2759817,117,430000,0,-4022.02148854887,10285408,719071.428571429,289071.428571429,0.672259136212624,0.672259136212624,990121.68991427,610441.93647875
90037,"2020-03-27","Single Family Residential","4279 Walton Ave","Los Angeles","CA",725000,4,3,1411,5322,34.0056642,-118.2951157,100,725000,0,-4022.70398099435,7509342,674064.285714286,-50935.7142857143,-0.070256157635468,0.070256157635468,928149.336997316,572233.983347205
90037,"2020-03-12","Single Family Residential","1814 W 65th Pl","Los Angeles","CA",475000,3,2,984,3664,33.9796347,-118.3095519,95,475000,0,-4020.11535508269,3605376,485685.714285714,10685.7142857143,0.0224962406015037,0.0224962406015037,668762.435953221,412313.598021348
90037,"2020-03-13","Single Family Residential","4921 S Normandie Ave","Los Angeles","CA",560000,3,2,1560,5401,33.9985253,-118.300453,109,560000,0,-4022.04094432196,8425560,626750,66750,0.119196428571429,0.119196428571429,863000.175638499,532067.425413012
90038,"2020-05-08","Single Family Residential","1154 N Orange Dr","Los Angeles","CA",1300000,3,3.5,2093,1184,34.0923367,-118.3413322,0,1300000,0,-4034.53254288895,2478112,1416114.28571429,116114.285714286,0.0893186813186813,0.0893186813186813,1948357.78860578,1148966.09103371
90038,"2020-02-05","Single Family Residential","6340 Lexington Ave","Los Angeles","CA",750000,2,1,848,2750,34.092405,-118.328035,99,750000,0,-4034.08729207417,2332000,850900,100900,0.134533333333333,0.134533333333333,1170708.93151003,690378.775726745
90038,"2020-02-10","Single Family Residential","752 N Citrus Ave","Los Angeles","CA",1220000,4,2,1572,6001,34.0849888,-118.3394256,97,1220000,0,-4033.59799617443,9433572,1300492.85714286,80492.857142857,0.0659777517564402,0.0659777517564402,1789280.29524285,1055156.50082931
90038,"2020-05-08","Single Family Residential","726 N Las Palmas Ave","Los Angeles","CA",1477000,2,2,1542,6353,34.0843454,-118.3360357,97,1477000,0,-4033.40631406553,9796326,1494600,17600,0.0119160460392689,0.0119160460392689,2056342.18948747,1212645.57315923
90038,"2020-02-19","Single Family Residential","1213 N Garbo Ln","Los Angeles","CA",1250000,4,3.75,2149,1230,34.09293,-118.3368462,7,1250000,0,-4034.44981391737,2643270,1643400,393400,0.31472,0.31472,2261068.34885836,1333374.63865241
90038,"2020-02-27","Single Family Residential","6021 Beachwood Ln","Hollywood","CA",1049000,3,4.5,1919,800,34.0922271,-118.3210315,2,1049000,0,-4033.82747660425,1535200,1193957.14285714,144957.142857143,0.138186027509193,0.138186027509193,1642703.36230233,968718.616236827
90038,"2020-04-14","Single Family Residential","6073 W Studio Ct","Los Angeles","CA",989000,3,3.25,1534,949,34.0942395,-118.3220401,5,989000,0,-4034.099973298,1455766,1183014.28571429,194014.285714286,0.196172179690886,0.196172179690886,1627647.65588162,959840.115452671
90038,"2020-03-16","Single Family Residential","833 N Cherokee Ave","Los Angeles","CA",2850000,5,5.75,4732,6255,34.0862535,-118.3354421,5,2850000,0,-4033.61187745517,29598660,3821185.71428571,971185.714285714,0.340766917293233,0.340766917293233,5257370.13124082,3100323.7927525
90038,"2020-04-20","Single Family Residential","758 N Cherokee Ave","Los Angeles","CA",1425000,5,2,2628,6352,34.085149,-118.334905,82,1425000,0,-4033.46286882585,16693056,1712442.85714286,287442.857142857,0.201714285714286,0.201714285714286,2356060.8150872,1389392.64686367
90039,"2020-02-03","Single Family Residential","3622 Landa St","Los Angeles","CA",1136000,3,2,1492,7470,34.0951467,-118.274109,94,1136000,0,-4032.57309716679,11145240,1331950,195950,0.172491197183099,0.172491197183099,1741886.15616239,937720.921499273
90039,"2020-02-11","Single Family Residential","1925 N Griffith Park Blvd","Los Angeles","CA",1289000,3,3.5,2033,1874,34.0970462,-118.2745039,1,1289000,0,-4032.81122376038,3809842,1242342.85714286,-46657.142857143,-0.0361963870109721,0.0361963870109721,1624700.49481165,874635.601049619
90039,"2020-03-06","Single Family Residential","1935 N Griffith Park Blvd","Los Angeles","CA",1349000,3,3.5,1964,2002,34.0975506,-118.2742066,1,1349000,0,-4032.86074421835,3931928,1226921.42857143,-122078.571428571,-0.0904956052102086,0.0904956052102086,1604532.79111645,863778.589742261
90039,"2020-02-10","Single Family Residential","1941 N Griffith Park Blvd","Los Angeles","CA",1309000,3,3.5,1964,1390,34.0975427,-118.2742181,1,1309000,0,-4032.86020197386,2729960,1226921.42857143,-82078.5714285714,-0.0627032631234311,0.0627032631234311,1604532.79111645,863778.589742261
90039,"2020-03-03","Single Family Residential","1937 N Griffith Park Blvd","Los Angeles","CA",1249000,3,3.5,1968,1874,34.0975527,-118.2742042,1,1249000,0,-4032.86091076006,3688032,1226921.42857143,-22078.5714285714,-0.0176769987418506,0.0176769987418506,1604532.79111645,863778.589742261
90039,"2020-03-19","Single Family Residential","1939 N Griffith Park Blvd","Los Angeles","CA",1249000,3,3.5,1968,2271,34.0975401,-118.274221,1,1249000,0,-4032.85999334376,4469328,1226921.42857143,-22078.5714285714,-0.0176769987418506,0.0176769987418506,1604532.79111645,863778.589742261
90039,"2020-03-18","Single Family Residential","2121 Glendale","Los Angeles","CA",643500,2,2,995,2958,34.0941582,-118.2594886,111,643500,0,-4031.9577129795,2943210,908342.857142857,264842.857142857,0.411566211566212,0.411566211566212,1187904.83719819,639492.549297859
90039,"2020-03-16","Single Family Residential","2440 Edgewater Ter","Los Angeles","CA",1418800,2,1.5,1287,8607,34.101773,-118.2607589,114,1418800,0,-4032.90155481553,11077209,961550,-457250,-0.322279391034677,0.322279391034677,1257487.61849765,676951.501233249
90039,"2020-03-23","Single Family Residential","2724 Ivan Hill Ter","Los Angeles","CA",1458000,2,1,1106,8049,34.1063693,-118.2632832,83,1458000,0,-4033.53121144969,8902194,1081078.57142857,-376921.428571429,-0.258519498334313,0.258519498334313,1413803.66927831,761102.139129185
90039,"2020-02-10","Single Family Residential","2245 Moore St","Los Angeles","CA",1220000,2,2.5,1670,5271,34.0944105,-118.2573447,3,1220000,0,-4031.9144548418,8802570,1007321.42857143,-212678.571428571,-0.174326697892272,0.174326697892272,1317346.18509275,709175.553321044
90039,"2020-03-18","Single Family Residential","2379 Lake View Ave","Los Angeles","CA",767000,2,1,1022,5658,34.0997449,-118.2545239,94,767000,0,-4032.44909826095,5782476,840871.428571429,73871.4285714285,0.0963121624138572,0.0963121624138572,1099667.63057252,591991.23905733
90039,"2020-04-08","Single Family Residential","1990 Lucile Ave","Los Angeles","CA",1570000,2,2.5,1344,6159,34.0965166,-118.2711856,83,1570000,0,-4032.63544311208,8277696,1220700,-349300,-0.222484076433121,0.222484076433121,1596396.58457707,859398.572674772
90039,"2020-05-08","Single Family Residential","4111 Chevy Chase Dr","Los Angeles","CA",884400,2,2,1170,7000,34.1336614,-118.2685625,98,884400,0,-4036.93906663974,8190000,1066550,182150,0.205958842152872,0.205958842152872,1394803.61864559,750873.718101318
90039,"2020-02-14","Single Family Residential","3112 Fernwood Ave","Los Angeles","CA",1439000,2,1,1344,4065,34.0983106,-118.2707289,60,1439000,0,-4032.8320489206,5463360,1076150,-362850,-0.252154273801251,0.252154273801251,1407358.22437341,757632.320786398
90039,"2020-04-07","Single Family Residential","2028 Walcott Way","Los Angeles","CA",1182000,2,1.75,1465,11466,34.0968841,-118.2509488,110,1182000,0,-4031.98889594863,16797690,975735.714285714,-206264.285714286,-0.174504471839497,0.174504471839497,1276039.29035437,686938.543593792
90039,"2020-02-25","Single Family Residential","2955 Waverly Dr","Los Angeles","CA",9e+05,2,2,1174,24344,34.110488,-118.2665659,108,900000,0,-4034.13027693316,28579856,1011621.42857143,111621.428571429,0.12402380952381,0.12402380952381,1322969.60224167,712202.84410707
90039,"2020-02-27","Single Family Residential","3677 Glenfeliz","Los Angeles","CA",980000,2,2,1046,4318,34.1176606,-118.2636327,92,980000,0,-4034.87848178166,4516628,1036835.71428571,56835.7142857143,0.0579956268221575,0.0579956268221575,1355944.12472618,729954.233599878
90039,"2020-03-09","Single Family Residential","3938 Revere Ave","Los Angeles","CA",1075000,2,1,884,5400,34.1248814,-118.263181,95,1075000,0,-4035.71702561173,4773600,927321.428571429,-147678.571428571,-0.137375415282392,0.137375415282392,1212724.47069432,652853.864278706
90039,"2020-03-17","Single Family Residential","3051 Tyburn St","Los Angeles","CA",850000,2,1,650,3128,34.1136718,-118.2608279,97,850000,0,-4034.31106977688,2033200,758771.428571429,-91228.5714285715,-0.107327731092437,0.107327731092437,992299.596171127,534191.105677631
90039,"2020-02-06","Single Family Residential","2394 Kenilworth Ave","Los Angeles","CA",1975000,3,3,1788,5309,34.1033603,-118.2674857,72,1975000,0,-4033.3186766022,9492492,1535242.85714286,-439757.142857143,-0.222661844484629,0.222661844484629,2007746.74665291,1080843.38505588
90039,"2020-03-31","Single Family Residential","2229 Jerome Way","Los Angeles","CA",1355000,3,3.5,2307,4540,34.0954159,-118.2596257,95,1355000,0,-4032.11112241983,10473780,1694928.57142857,339928.571428571,0.25086979441223,0.25086979441223,2216579.16157178,1193265.49936217
90039,"2020-02-19","Single Family Residential","3421 Ferncroft Rd","Los Angeles","CA",1255000,3,3,1872,3601,34.1128357,-118.2625872,95,1255000,0,-4034.27220661052,6741072,1254557.14285714,-442.857142857043,-0.000352874217415922,0.000352874217415922,1640673.98870641,883234.716073048
90039,"2020-02-19","Single Family Residential","2055 Balmer Dr","Los Angeles","CA",1625785,3,1.5,1756,4862,34.0968121,-118.2683993,91,1625785,0,-4032.57538829987,8537672,1502257.14285714,-123527.857142857,-0.0759804384607171,0.0759804384607171,1964608.97191255,1057620.74577039
90039,"2020-03-23","Single Family Residential","2301 W Silver Lake Dr","Los Angeles","CA",1933000,3,2,1913,5188,34.1009201,-118.2666272,94,1933000,0,-4033.00080464369,9924644,1554507.14285714,-378492.857142857,-0.195805927130293,0.195805927130293,2032940.02912903,1094405.84892616
90039,"2020-03-24","Single Family Residential","2226 Moreno Dr","Los Angeles","CA",2950000,3,2.25,3252,5825,34.0998977,-118.2678968,91,2950000,0,-4032.92318207416,18942900,2128850,-821150,-0.27835593220339,0.27835593220339,2784049.20871377,1498755.34647226
90039,"2020-02-07","Single Family Residential","2484 Armstrong Ave","Los Angeles","CA",1785000,3,3,2050,5499,34.1018488,-118.2618593,83,1785000,0,-4032.94804465547,11272950,1735407.14285714,-49592.857142857,-0.027783113245298,0.027783113245298,2269515.88081248,1221763.26827315
90039,"2020-02-03","Single Family Residential","2923 Marsh St","Los Angeles","CA",695000,3,1.5,1100,4942,34.1061372,-118.2471003,96,695000,0,-4032.95182633396,5436200,842228.571428571,147228.571428571,0.211839671120247,0.211839671120247,1101442.46322749,592946.696282155
90039,"2020-04-20","Single Family Residential","2362 Landa St","Los Angeles","CA",1170000,3,1.75,1156,6492,34.0960782,-118.2501383,9,1170000,0,-4031.86596263762,7504752,983514.285714286,-186485.714285714,-0.159389499389499,0.159389499389499,1286211.88383472,692414.822108713
90039,"2020-03-06","Single Family Residential","3437 Glenhurst Ave","Los Angeles","CA",1785000,3,1.75,1249,6757,34.1149879,-118.2609088,96,1785000,0,-4034.469472755,8439493,1088657.14285714,-696342.857142857,-0.390108043217287,0.390108043217287,1423714.70847266,766437.613421499
90039,"2020-02-13","Single Family Residential","4274 Perlita Ave","Los Angeles","CA",1151000,3,3,1534,1894,34.13133,-118.268263,10,1151000,0,-4036.65311297979,2905396,1047685.71428571,-103314.285714286,-0.089760456745687,0.089760456745687,1370133.44474146,737592.862676245
90039,"2020-05-05","Single Family Residential","3216 Madera Ave","Los Angeles","CA",1200000,3,2,1462,5405,34.1122811,-118.256945,97,1200000,0,-4034.01414986724,7902110,1220685.71428571,20685.7142857143,0.0172380952380953,0.0172380952380953,1596377.90212807,859388.5152303
90039,"2020-04-20","Single Family Residential","3026 Finch St","Los Angeles","CA",1225000,2,2,1118,4035,34.11244,-118.2599143,98,1225000,0,-4034.13423096389,4511130,1087764.28571429,-137235.714285714,-0.11202915451895,0.11202915451895,1422547.05541018,765809.023142009
90039,"2020-03-24","Single Family Residential","2157 Moreno Dr","Los Angeles","CA",2015000,5,2.75,3318,7014,34.0981774,-118.2675771,92,2015000,0,-4032.70882462398,23272452,1896385.71428571,-118614.285714286,-0.0588656504785536,0.0588656504785536,2480039.05736583,1335095.58130415
90039,"2020-02-28","Single Family Residential","2096 Roselin Pl","Los Angeles","CA",1237000,4,2.25,1935,6675,34.103592,-118.254102,96,1237000,0,-4032.88964693438,12916125,1168292.85714286,-68707.142857143,-0.055543365284675,0.055543365284675,1527860.0204216,822502.837629805
90039,"2020-05-01","Single Family Residential","3343 Atwater Ave","Los Angeles","CA",1550000,5,3,1937,6752,34.1160946,-118.2561438,97,1550000,0,-4034.437788912,13078624,1211285.71428571,-338714.285714286,-0.21852534562212,0.21852534562212,1584084.85068626,852770.716767826
90039,"2020-05-12","Single Family Residential","3170 Glenmanor Pl","Los Angeles","CA",1685000,5,3,1814,4525,34.1181549,-118.2618744,1,1685000,0,-4034.87694954354,8208350,1061714.28571429,-623285.714285714,-0.369902501059771,0.369902501059771,1388479.60965919,747469.273147598
90039,"2020-03-03","Single Family Residential","2742 Allesandro St","Los Angeles","CA",835000,5,2,1620,5425,34.102211,-118.2481024,96,835000,0,-4032.52173839441,8788500,883785.714285714,48785.7142857143,0.058426005132592,0.058426005132592,1155789.70736768,622203.802250755
90039,"2020-04-07","Single Family Residential","4174 Willimet Ave","Los Angeles","CA",980000,5,2,1595,8250,34.1322577,-118.2657956,94,980000,0,-4036.67861251473,13158750,986100,6100,0.00622448979591828,0.00622448979591828,1289593.40710367,694235.219558117
90039,"2020-04-22","Single Family Residential","2926 Waverly Dr","Los Angeles","CA",2133000,4,3.25,2674,11624,34.109518,-118.2663323,91,2133000,0,-4034.00759038083,31082576,2192278.57142857,59278.5714285714,0.0277911727278815,0.0277911727278815,2866999.28227253,1543410.39992726
90039,"2020-02-27","Single Family Residential","2274 Edendale Pl","Silver Lake","CA",1288888,4,3,2135,3573,34.094864,-118.2582824,13,1288888,0,-4032.00005530159,7628355,1162828.57142857,-126059.428571429,-0.0978047965156232,0.0978047965156232,1520713.98367921,818655.865119324
90039,"2020-03-13","Single Family Residential","2642 Queen St","Los Angeles","CA",8e+05,5,2.5,1632,6007,34.097899,-118.245383,97,800000,0,-4031.91912675032,9803424,944664.285714286,144664.285714286,0.180830357142857,0.180830357142857,1235404.96377998,665063.601867527
90039,"2020-03-02","Single Family Residential","4248 Brunswick Ave","Los Angeles","CA",2e+06,4,3,2386,9136,34.1301961,-118.2692858,88,2000000,0,-4036.55391696095,21798496,1788192.85714286,-211807.142857143,-0.105903571428571,0.105903571428571,2338547.52986645,1258925.52559662
90041,"2020-04-03","Single Family Residential","5316 Sierra Villa Dr","Los Angeles","CA",860000,2,1,1031,6122,34.1443373,-118.2213896,98,860000,0,-4036.59100257711,6311782,819757.142857143,-40242.8571428572,-0.0467940199335548,0.0467940199335548,1042299.78238791,629919.007144329
90041,"2020-02-06","Single Family Residential","1420 N Lincoln Ln","Los Angeles","CA",785000,2,3.5,1546,1049,34.1227883,-118.2189297,0,785000,0,-4033.95951120568,1621754,965264.285714286,180264.285714286,0.229636032757052,0.229636032757052,1227308.31163023,741729.82301782
90041,"2020-02-14","Single Family Residential","4347 Toland Pl","Los Angeles","CA",765000,2,1,728,4397,34.1212233,-118.2205672,96,765000,0,-4033.83037208386,3201016,673135.714285714,-91864.2857142857,-0.120084033613445,0.120084033613445,855874.467982278,517251.950179273
90041,"2020-02-11","Single Family Residential","1525 Chickasaw Ave","Los Angeles","CA",831000,2,2,1124,4244,34.1376081,-118.199037,92,831000,0,-4035.0324029034,4770256,869764.285714286,38764.2857142857,0.0466477565755543,0.0466477565755543,1105882.55756956,668345.570490768
90041,"2020-03-13","Single Family Residential","4443 Mont Eagle Pl","Eagle Rock","CA",680000,2,1,961,7646,34.1199072,-118.2187852,79,680000,0,-4033.61398032073,7347806,779914.285714286,99914.2857142857,0.146932773109244,0.146932773109244,991640.630843377,599302.899395944
90041,"2020-02-28","Single Family Residential","5016 Monte Bonito Dr","Eagle Rock","CA",947500,2,1,1330,8228,34.1379389,-118.1894951,89,947500,0,-4034.74576234565,10943240,879992.857142857,-67507.1428571428,-0.0712476441764041,0.0712476441764041,1118887.91881226,676205.424613336
90041,"2020-04-09","Single Family Residential","2498 Loy Ln","Eagle Rock","CA",705000,2,1.75,1314,4364,34.1403323,-118.2215724,84,705000,0,-4036.12376676451,5734296,887578.571428571,182578.571428571,0.258976697061803,0.258976697061803,1128532.95627018,682034.450505911
90041,"2020-02-26","Single Family Residential","4830 Algoma Ave","Los Angeles","CA",808000,2,2,880,5137,34.1340429,-118.2047573,97,808000,0,-4034.80625666229,4520560,809700,1700,0.00210396039603955,0.00210396039603955,1029512.38809341,622190.882420463
90041,"2020-04-30","Single Family Residential","4828 Floristan Ave","Los Angeles","CA",835000,2,1,898,6575,34.1337961,-118.1992283,72,835000,0,-4034.58835796955,5904350,794657.142857143,-40342.8571428572,-0.0483147989734817,0.0483147989734817,1010385.78838872,610631.627684339
90041,"2020-02-07","Single Family Residential","2060 Yosemite Dr","Los Angeles","CA",677000,2,1,1093,5851,34.1344366,-118.2130599,106,677000,0,-4035.13619844855,6395143,836228.571428571,159228.571428571,0.23519729900823,0.23519729900823,1063242.77332762,642576.006869638
90041,"2020-03-04","Single Family Residential","5325 Neal Dr","Los Angeles","CA",1238250,2,2,1729,10191,34.143565,-118.2132564,72,1238250,0,-4036.22200375507,17620239,1023050,-215200,-0.173793660407834,0.173793660407834,1300781.33708653,786133.607830375
90041,"2020-02-27","Single Family Residential","4928 Wawona St","Los Angeles","CA",960000,3,2,1614,5472,34.1378499,-118.2252733,63,960000,0,-4035.95663430188,8831808,991414.285714286,31414.2857142857,0.0327232142857143,0.0327232142857143,1260557.35318715,761824.045044861
90041,"2020-02-26","Single Family Residential","2224 Strata Ln","Los Angeles","CA",788000,3,3.5,1563,1089,34.1350696,-118.2163318,4,788000,0,-4035.32271384969,1702107,970221.428571429,182221.428571429,0.231245467730239,0.231245467730239,1233611.18921573,745538.998130294
90041,"2020-04-17","Single Family Residential","5136 N North Maywood Ave","Eagle Rock","CA",1e+06,3,2,1353,12111,34.1403709,-118.2113108,93,1000000,0,-4035.77799528718,16386183,1002314.28571429,2314.28571428568,0.00231428571428571,0.00231428571428571,1274416.41831031,770199.839312347
90041,"2020-03-06","Single Family Residential","1422 N Lincoln Ln","Eagle Rock","CA",829000,3,3.5,1811,1572,34.1227787,-118.2189293,0,829000,0,-4033.95836265485,2846892,930328.571428571,101328.571428571,0.122229881095985,0.122229881095985,1182888.46397797,714884.469307288
90041,"2020-04-29","Single Family Residential","1337 Neola St","Los Angeles","CA",804000,3,1.75,1315,2794,34.1341172,-118.1947313,109,804000,0,-4034.47281061671,3674110,967571.428571429,163571.428571429,0.203447050461976,0.203447050461976,1230241.78347478,743502.681175355
90041,"2020-03-04","Single Family Residential","5234 Sumner Ave","Los Angeles","CA",1141000,3,2.25,1641,6649,34.143928,-118.223994,101,1141000,0,-4036.63153900843,10911009,1129192.85714286,-11807.142857143,-0.0103480656066108,0.0103480656066108,1435739.20584805,867696.060526859
90041,"2020-02-05","Single Family Residential","1417 N Lincoln Ln","Eagle Rock","CA",829000,3,3.5,1793,1266,34.122759,-118.2189307,0,829000,0,-4033.9560815138,2269938,930328.571428571,101328.571428571,0.122229881095985,0.122229881095985,1182888.46397797,714884.469307288
90041,"2020-05-12","Single Family Residential","1659 Silver Oak Ter","Eagle Rock","CA",762500,3,1.75,1623,4110,34.1303038,-118.2030665,57,762500,0,-4034.3065697366,6670530,995292.857142857,232792.857142857,0.305302107728337,0.305302107728337,1265488.85539022,764804.4226905
90041,"2020-02-12","Single Family Residential","1921 Addison Way","Los Angeles","CA",996500,3,1.75,1120,6500,34.133367,-118.2089163,106,996500,0,-4034.86832274018,7280000,870300,-126200,-0.126643251379829,0.126643251379829,1106563.70428269,668757.224861713
90041,"2020-04-01","Single Family Residential","5015 Monte Bonito Dr","Los Angeles","CA",805000,3,2,972,5985,34.1378651,-118.1899089,82,805000,0,-4034.75116620949,5817420,861607.142857143,56607.1428571428,0.0703194321206744,0.0703194321206744,1095510.96361764,662077.446602519
90041,"2020-02-06","Single Family Residential","1418 N Lincoln Ln","Eagle Rock","CA",799000,3,3.5,1793,1255,34.1227829,-118.2189297,0,799000,0,-4033.95887282346,2250215,930328.571428571,131328.571428571,0.164366172000715,0.164366172000715,1182888.46397797,714884.469307288
90041,"2020-02-02","Single Family Residential","1650 Silverwood Dr","Los Angeles","CA",1300000,3,3.75,1647,20376,34.1298816,-118.2037977,65,1300000,0,-4034.28162017135,33559272,1105850,-194150,-0.149346153846154,0.149346153846154,1406059.37306793,849758.907403567
90041,"2020-04-07","Single Family Residential","1584 Oak Grove Pl","Los Angeles","CA",1230000,3,2,1384,13343,34.1317991,-118.2012387,73,1230000,0,-4034.42093267955,18466712,1045771.42857143,-184228.571428571,-0.149779326364692,0.149779326364692,1329671.03967943,803593.24188337
90041,"2020-03-23","Single Family Residential","4843 Yosemite Way","Los Angeles","CA",1020000,3,2,1223,4075,34.1357383,-118.2213896,61,1020000,0,-4035.57441684794,4983725,902278.571428571,-117721.428571429,-0.115413165266106,0.115413165266106,1147223.62207848,693330.24644463
90041,"2020-03-27","Single Family Residential","4911 N Algoma Ave","Eagle Rock","CA",1350000,3,3.5,1980,13668,34.1352947,-118.2050315,35,1350000,0,-4034.96358527528,27062640,1068614.28571429,-281385.714285714,-0.208433862433862,0.208433862433862,1358715.13552729,821146.184260447
90041,"2020-04-13","Single Family Residential","4702 College View Ave","Eagle Rock","CA",1128000,3,2.5,1935,7402,34.1323777,-118.2209838,90,1128000,0,-4035.16327112718,14322870,1157092.85714286,29092.857142857,0.0257915400202633,0.0257915400202633,1471213.32666787,889135.020165652
